Company,Address,Phone,Website,YELP Profile,Rating - stars,Number of reviews,Prices,Venue type
Woodville Snooker & Social Club,30a High Street Swadlincote DE11 7EH,01283 216384,,https://www.yelp.co.uk/biz/woodville-snooker-and-social-club-swadlincote?osq=Billiards,5 star rating,,££,Pool & Snooker Hall
The Navigation,6 Wilford Street Nottingham NG2 1AA,0115 941 7139,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.navigationnottingham.co.uk&cachebuster=1639570208&website_link_type=website&src_bizid=gR7I8AhShQbxlyQq5oqJUg&s=96d738faaabadbe6c60c81b976a82b39cc6035093c03b2cf3b6403b0ffe33ca9,https://www.yelp.co.uk/biz/the-navigation-nottingham?osq=Billiards,4 star rating,2 reviews,££,Pubs
The Flowerpot,23-25 King Street Derby DE1 3DZ,01332 204955,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rawpromo.co.uk&cachebuster=1639570213&website_link_type=website&src_bizid=BWanpWoYDwOX0nIKYK1fdQ&s=e3318255f1a49bd253efc60eeebafc6137f6a04310ddb688fb2104124670cab3,https://www.yelp.co.uk/biz/the-flowerpot-derby?osq=pubs,3.5 star rating,12 reviews,££,"Pubs, Music Venues"
The Brewery Tap,1 Derwent Street Derby DE1 2ED,01332 366283,,https://www.yelp.co.uk/biz/the-brewery-tap-derby?osq=pubs,4 star rating,8 reviews,££,Pubs
Cutting Room,ST Marys Way Melton Mowbray LE13 1YE,01664 560315,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2FWww.cuttingroom-meltonmowbray.co.uk&cachebuster=1639570220&website_link_type=website&src_bizid=47-lO55pKvb9RLKeKgxu_A&s=659859e1ba723cfcef4d0fc3b427c2ad090645756c9edced02736a5a99e5cf41,https://www.yelp.co.uk/biz/cutting-room-melton-mowbray?osq=pubs,4.5 star rating,2 reviews,££,Pubs
Kings Arms,The Moor Coleorton Coalville LE67 8GD,01530 815435,,https://www.yelp.co.uk/biz/kings-arms-coalville?osq=pubs,,,££,Pubs
The Midway Inn,374-376 Burton Road Swadlincote DE11 7ND,01283 220579,,https://www.yelp.co.uk/biz/the-midway-inn-swadlincote?osq=pubs,4 star rating,5 reviews,££,Pubs
The Coopers,Coopers Leeming lane north Mansfield woodhouse Nottingham Mansfield Woodhouse NG19,01623 391809,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thecooperspubwoodhouse.co.uk&cachebuster=1639570229&website_link_type=website&src_bizid=J49iAubl4vABjHlhwAmjlA&s=820f23dca9c2739c2cfc7611cba709e01f82e8a38c35ea85aad3530d13865a28,https://www.yelp.co.uk/biz/the-coopers-mansfield-woodhouse?osq=pubs,2 star rating,4 reviews,££,"Pubs, Restaurants"
Furnace Inn,9 Duke Street Derby DE1 3BX,01332 331563,,https://www.yelp.co.uk/biz/furnace-inn-derby?osq=pubs,4.5 star rating,4 reviews,££,Pubs
Three Tuns,Three Tuns Road Eastwood Nottingham NG16 3EJ,01773 713377,,https://www.yelp.co.uk/biz/three-tuns-nottingham?osq=pubs,3 star rating,,££,Pubs
Bridge Inn,Duffield Belper DE56 4BG,01332 842959,,https://www.yelp.co.uk/biz/bridge-inn-belper?osq=pubs,,,££,Pubs
Maid Marian,Coppice Road Nottingham NG5 7GS,0115 926 5613,,https://www.yelp.co.uk/biz/maid-marian-nottingham?osq=pubs,3 star rating,,££,Pubs
The Ropewalk,1 The Ropewalk Canning Circus Nottingham NG1 5BB,0115 959 6181,,https://www.yelp.co.uk/biz/the-ropewalk-nottingham?osq=Billiards,4 star rating,3 reviews,£££,Pubs
The Hayloft,Nottingham Road Nottingham NG16 2GB,0115 938 4946,,https://www.yelp.co.uk/biz/the-hayloft-nottingham?osq=pubs,4 star rating,,££,Pubs
Pit & Pendulum,17 Victoria Street Nottingham NG1 2EW,0115 950 6383,,https://www.yelp.co.uk/biz/pit-and-pendulum-nottingham?osq=pubs,4 star rating,20 reviews,££,Pubs
Rose And Crown,8 Main Road Nottingham NG12 3,,,https://www.yelp.co.uk/biz/rose-and-crown-nottingham-2?osq=pubs,5 star rating,,££,Pubs
Rancliffe Arms,139 Loughborough Road Nottingham NG11 6QT,0115 984 4727,,https://www.yelp.co.uk/biz/rancliffe-arms-nottingham?osq=pubs,2.5 star rating,3 reviews,££,Pubs
The Cranmer Arms,Main Street Nottingham NG13 9AL,01949 850205,,https://www.yelp.co.uk/biz/the-cranmer-arms-nottingham?osq=pubs,4 star rating,,££,Pubs
Dog & Duck,London Road Shardlow Derby DE72 2GR,01332 792224,,https://www.yelp.co.uk/biz/dog-and-duck-derby?osq=pubs,1.5 star rating,2 reviews,£££,Pubs
Rock City,8 Talbot Street Nottingham NG1 5GG,0115 950 6547,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rock-city.co.uk%2F&cachebuster=1639570265&website_link_type=website&src_bizid=E30db_8LI8BjL4eiZJrNDg&s=6994578a0f3bfa5576539995186a71dc1edc484d0c5aef60e93f4a9fb4f78c68,https://www.yelp.co.uk/biz/rock-city-nottingham?osq=pubs,4 star rating,42 reviews,££,"Clubs, Music Venues"
Greyhound Inn,113 Nottingham Road Nottingham NG5 6LA,,,https://www.yelp.co.uk/biz/greyhound-inn-nottingham-2?osq=pubs,2 star rating,,££,Pubs
half moon,534 Burton Road Littleover Derby DE23 6FN,01332 613559,,https://www.yelp.co.uk/biz/half-moon-derby?osq=pubs,4 star rating,2 reviews,£££,Pubs
The Broadway Cafe Bar,14-18 Broad Street Nottingham NG1 3AL,0115 952 1551,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.broadway.org.uk&cachebuster=1639570422&website_link_type=website&src_bizid=sbRmROpHUfwRECd9Miu3kg&s=239e794442690a4341d55108b93629afc673317584d7b6cbe798a8851f1cbc41,https://www.yelp.co.uk/biz/the-broadway-cafe-bar-nottingham?osq=pubs,4 star rating,13 reviews,££,"Coffee & Tea Shops, Pubs, Cafes, Cinemas"
Five Lamps,25 Duffield Road Derby DE1 3BH,01332 348730,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.fivelampsderby.co.uk&cachebuster=1639570426&website_link_type=website&src_bizid=d8YEUc_A_deb5fnIksSVPw&s=5ec7fe60ccf2a3655dd8a2875ee0a3360bc40314cb6687e6d9c779ddba2c31f9,https://www.yelp.co.uk/biz/five-lamps-derby-2?osq=pubs,3.5 star rating,5 reviews,£££,Pubs
The Major Oak Pub,Rolleston Drive Arnold Nottingham NG5 7JA,,,https://www.yelp.co.uk/biz/the-major-oak-pub-nottingham?osq=pubs,3 star rating,,££,Pubs
Kings Corner,Morley Road Oakwood Derby DE21 4TD,01332 678410,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkingscornerpub.co.uk&cachebuster=1639570432&website_link_type=website&src_bizid=GDjHXqvrXNA_9O5d8xVzSQ&s=8f0356e288e203d3cd8458df72901c2ae2eac34f752431e6ffed531bac59ad8a,https://www.yelp.co.uk/biz/kings-corner-derby?osq=pubs,2 star rating,4 reviews,££,Pubs
Bulls Head,Warren Hills Road Coalville LE67 4UY,01530 810511,,https://www.yelp.co.uk/biz/bulls-head-coalville?osq=pubs,1 star rating,,£££,Pubs
The Mount Pleasant Inn,34 Mount Pleasant Road Repton Derby DE65 6GQ,01283 701132,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fthemountpleasant.weebly.com&cachebuster=1639570437&website_link_type=website&src_bizid=VYzf3PmNLqS907d02nSaMQ&s=eaf52035a59df05bb9b8a109202b8479e8e86c5b1e5c0c1da39410f8e8d2c13f,https://www.yelp.co.uk/biz/the-mount-pleasant-inn-derby?osq=pubs,4 star rating,6 reviews,££,"Pubs, British"
Fox & Crown,33 Church Street Nottingham NG6 0GA,0115 942 2002,,https://www.yelp.co.uk/biz/fox-and-crown-nottingham?osq=pubs,4 star rating,2 reviews,££,Pubs
The Hand and Heart pub gallery,65 Derby Road Canning Circus Nottingham NG1 5BA,0115 958 2456,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thehandandheart.co.uk&cachebuster=1639570443&website_link_type=website&src_bizid=xuJix0B-rHdcH06gvuPWJA&s=0e6a19c5c6a77c0e0b950fd93c9f8fb8f403a460ab79942ec06a3f1b6c4a88b1,https://www.yelp.co.uk/biz/the-hand-and-heart-pub-gallery-nottingham?osq=pubs,4 star rating,9 reviews,££,Pubs
Ye Olde Trip To Jerusalem,1 Brewhouse Yard Nottingham NG1 6AD,0115 947 3171,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.triptojerusalem.com&cachebuster=1639570446&website_link_type=website&src_bizid=-tw2KiDVb91mt0hu2k0FjA&s=5e9b7db63f6ba0ab142fa32df2d3cf4dada304977bc17375e4297dd061f3793c,https://www.yelp.co.uk/biz/ye-olde-trip-to-jerusalem-nottingham?osq=pubs,4.5 star rating,85 reviews,££,Pubs
Ye Olde Salutation Inn,Hounds Gate Nottingham NG1 7AA,,,https://www.yelp.co.uk/biz/ye-olde-salutation-inn-nottingham-2?osq=pubs,4.5 star rating,12 reviews,££,Pubs
Fellows Morton & Clayton,54 Canal Street Nottingham NG1 7EH,0115 950 6795,,https://www.yelp.co.uk/biz/fellows-morton-and-clayton-nottingham?osq=Sport+Bars,4.5 star rating,4 reviews,££,Pubs
The Common Room,The Forum 127-129 Devonshire Street Sheffield S3 7SB,0114 280 8221,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.common-room.co.uk%2F&cachebuster=1639570456&website_link_type=website&src_bizid=pSCSEWHv2YDGZkj0Bp7zLg&s=8de2ff6624207f37aded60d6bf82de8138dc1169ac93c2f8bd5ec472864f811e,https://www.yelp.co.uk/biz/the-common-room-sheffield?osq=Sport+Bars,4.5 star rating,12 reviews,££,"Pool & Snooker Hall, Bars"
the blue jay,Commercial Park Raynesway Derby DE21 7HX,01332 751267,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fbluejaypubderby.co.uk&cachebuster=1639570462&website_link_type=website&src_bizid=vJto2DORzGxiQOyOcTefsQ&s=f44b4537184f7220d7cdbcfe45643df7457c87a4acdbabf763fa37232e69a7b8,https://www.yelp.co.uk/biz/the-blue-jay-derby?osq=pubs,2.5 star rating,2 reviews,££,Pubs
Brown Cow,31 Ratcliffe Gate Mansfield NG18 2JA,01623 429594,,https://www.yelp.co.uk/biz/brown-cow-mansfield?osq=pubs,5 star rating,,££,Pubs
Greasley Castle,Castle Street Nottingham NG16 3GW,01773 761080,,https://www.yelp.co.uk/biz/greasley-castle-nottingham?osq=pubs,3 star rating,,££,Pubs
Rowditch Inn,246 Uttoxeter New Road Derby DE22 3LL,01332 343123,,https://www.yelp.co.uk/biz/rowditch-inn-derby?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Boot Inn,12 Boot Hill Derby DE65 6FT,,,https://www.yelp.co.uk/biz/boot-inn-derby?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Castlewood Brewsters Inn,Carter Lane West Alfreton DE55 2DX,01773 862899,,https://www.yelp.co.uk/biz/castlewood-brewsters-inn-alfreton?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Brass Monkey,11 High Pavement Nottingham NG1 1HF,0115 840 4103,,https://www.yelp.co.uk/biz/brass-monkey-nottingham?osq=pubs,,,££,Pubs
Lord Ted,Farndon Road Newark NG24 4SW,01636 612626,,https://www.yelp.co.uk/biz/lord-ted-newark?osq=pubs,4 star rating,5 reviews,££,Pubs
Bonnie Prince,166 Swarkestone Road Chellaston Derby DE73 5UE,01332 702275,,https://www.yelp.co.uk/biz/bonnie-prince-derby?osq=pubs,2 star rating,2 reviews,££,Pubs
Cart & Horse,94 Station Road Sutton In Ashfield NG17 5HF,01623 550826,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thecartandhorse.com&cachebuster=1639570488&website_link_type=website&src_bizid=NU0DCuIqkAdpi_tRr1-8-Q&s=89e65cb5d0f9dcea8dcd5c64ac274f30053f7f00edaf8a11f706dbc9acb72a15,https://www.yelp.co.uk/biz/cart-and-horse-sutton-in-ashfield?osq=pubs,4 star rating,,££,Pubs
Hooters,Unit 4 The Hicking Building Queens Road Nottingham England NG2 3AS,0115 958 8111,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.hooters-uk.com&cachebuster=1639570491&website_link_type=website&src_bizid=UjR5S5fZ3Z65DMwbyET2hg&s=cd1230e4b742bb7c4071a9a139725a110ab5afdc91293c3dd22b7f9003aa8899,https://www.yelp.co.uk/biz/hooters-england-2?osq=Sport+Bars,3.5 star rating,5 reviews,££,"American (Traditional), Sports Bars, Chicken Wings"
The Cross Keys,Ashbourne Road Turnditch Derby DE65 5AT,01773 550263,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.crosskeysturnditch.co.uk%2F&cachebuster=1639570497&website_link_type=website&src_bizid=f20hRpLcBzOSsfCqjtIxZw&s=a4456c2a2cbb1e1b9527c4541c0a000e7d8ae7d536e0329875bd18b7b06ceeee,https://www.yelp.co.uk/biz/the-cross-keys-derby-2?osq=pubs,4 star rating,,£££,"Pubs, Gastro Pubs, British"
Redgate Inn,189 Westfield Lane Mansfield NG19 6EH,,,https://www.yelp.co.uk/biz/redgate-inn-mansfield?osq=pubs,5 star rating,,££,Pubs
The Argosy,Manor Road Derby DE22 3HZ,01332 343594,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sizzlingpubs.co.uk%2Ffindapub%2Feastandwestmidlands%2Ftheargosyderby&cachebuster=1639570503&website_link_type=website&src_bizid=DSmj9YNX3T1XzL4zcAwBYA&s=d4f2b9ce4448d1f7570e5469387af399771c7b38b94126168cbd2b76969acf3c,https://www.yelp.co.uk/biz/the-argosy-derby?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Whitegates Hotel,Clipstone Road East Forest Town Mansfield NG19 0HS,01623 624689,,https://www.yelp.co.uk/biz/whitegates-hotel-mansfield?osq=pubs,,,££,Pubs
Commercial Inn,19 Wollaton Road Nottingham NG9 2NG,0115 917 8994,,https://www.yelp.co.uk/biz/commercial-inn-nottingham?osq=pubs,2.5 star rating,2 reviews,£££,Pubs
Moca Bar,77 Dale Road Matlock DE4 3LT,01629 258084,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.mocabar.co.uk&cachebuster=1639570642&website_link_type=website&src_bizid=qQRmVLku5lWK01kLHZwzNQ&s=27bfa6120e6d4b63ac795e2a4d9def3b62631520338c2728626fd9a7c3ecc272,https://www.yelp.co.uk/biz/moca-bar-matlock?osq=pubs,4.5 star rating,3 reviews,££,"Pubs, Off Licence"
The Wheel Inn,597 Burton Road Midway Swadlincote DE11 0DH,01283 683225,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.wheelinnmidway.co.uk&cachebuster=1639570645&website_link_type=website&src_bizid=QDgmgHd0sPOTelTeSTAsHw&s=eadff907d504a0e3dfbf5f49879044872e5422d5f1adce5f207a2d3c33842b8e,https://www.yelp.co.uk/biz/the-wheel-inn-swadlincote?osq=pubs,3 star rating,3 reviews,££,Pubs
Wetherspoons,Market Place Mansfield NG18 1HX,01623 412720,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.jdwetherspoon.co.uk&cachebuster=1639570648&website_link_type=website&src_bizid=va0Dcex7W6hqFgY5eglYKA&s=f72ded95fbb6f499ba5702e8ba926c20a5f67bf8ee2e9dca55adc0c6b741d746,https://www.yelp.co.uk/biz/wetherspoons-mansfield?osq=pubs,4.5 star rating,3 reviews,£££,Pubs
Midland Hotel,1 North Parade Matlock DE4 3NS,01629 582630,,https://www.yelp.co.uk/biz/midland-hotel-matlock?osq=pubs,4 star rating,2 reviews,££,Pubs
Mash Tub,58 Nottingham Street Melton Mowbray LE13 1NW,01664 410051,,https://www.yelp.co.uk/biz/mash-tub-melton-mowbray?osq=pubs,2.5 star rating,2 reviews,£££,Pubs
The Victoria Bikers Pub,Whitwick Road Coalville LE67 3FA,01530 814718,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.vicbikerspub.co.uk&cachebuster=1639570656&website_link_type=website&src_bizid=70qEJuLHXjLEavECMQR6FA&s=301bc17735952005aceed76827b0119125606650f9a5734c6be2ab0cda862995,https://www.yelp.co.uk/biz/the-victoria-bikers-pub-coalville?osq=pubs,4 star rating,2 reviews,££,Pubs
Bull & Bush Public House,61 Sullington Road Shepshed Loughborough LE12 9JF,01509 506783,,https://www.yelp.co.uk/biz/bull-and-bush-public-house-loughborough?osq=pubs,,,££,Pubs
The Oast House,Foresters Park Centre Sinfin Lane Derby DE24 8EB,01332 270027,,https://www.yelp.co.uk/biz/the-oast-house-derby?osq=pubs,3.5 star rating,4 reviews,££,Pubs
Noel Arms,31 Burton Street Melton Mowbray LE13 1AE,01664 562363,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.thenoelsarmsmeltonmowbray.co.uk&cachebuster=1639570665&website_link_type=website&src_bizid=81WxPZ2GCP9IVI9vBN4gng&s=dff3d8ce358a540706f607a52a4feb18a78129b53cd183582258544afeac3a84,https://www.yelp.co.uk/biz/noel-arms-melton-mowbray?osq=pubs,4 star rating,,££,Pubs
The Swan,Church Street Mansfield NG18 1AE,01623 624131,,https://www.yelp.co.uk/biz/the-swan-mansfield?osq=pubs,5 star rating,2 reviews,££,"Pubs, Clubs"
The Crown,10 Burton Street Melton Mowbray LE13 1AE,01664 564682,,https://www.yelp.co.uk/biz/the-crown-melton-mowbray-2?osq=pubs,2.5 star rating,3 reviews,££,Pubs
Chequers Inn,Main Street Breaston Derby DE72 3DX,01332 872352,,https://www.yelp.co.uk/biz/chequers-inn-derby?osq=pubs,,,££,Pubs
Swan Inn,Main Street Milton Derby DE65 6EF,01283 703188,,https://www.yelp.co.uk/biz/swan-inn-derby?osq=pubs,4 star rating,,££,Pubs
The Royal Oak,55 Green Lane Derby DE72 3SE,01332 662378,,https://www.yelp.co.uk/biz/the-royal-oak-derby?osq=pubs,3 star rating,,££,Pubs
The Phantom,Leicester Road Loughborough LE11 2AG,01509 234194,,https://www.yelp.co.uk/biz/the-phantom-loughborough?osq=pubs,3.5 star rating,3 reviews,££,Pubs
Talbot Inn,Nottingham Road Mansfield NG18 4AE,01623 623357,,https://www.yelp.co.uk/biz/talbot-inn-mansfield?osq=pubs,2.5 star rating,2 reviews,££,Pubs
Rainworth Village Hall,Kirklington Road Rainworth Mansfield NG21,,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.rainworth-village-hall.co.uk&cachebuster=1639570695&website_link_type=website&src_bizid=1eaVlgvG-dFdYagab1YmUQ&s=af55761470471a5bc3bdf8a84a7ae9dc5cf9304619623b87208330f6f5394f28,https://www.yelp.co.uk/biz/rainworth-village-hall-mansfield?osq=pubs,4 star rating,,££,Pubs
Harvester Pride Park,Roundhouse Road Off Pride Park Derby DE24 8JE,01332 371471,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.harvester.co.uk%2Frestaurants%2Feastandwestmidlands%2Fharvesterprideparkderby&cachebuster=1639570698&website_link_type=website&src_bizid=7hzSEC8dN24ke4JTnvNhQw&s=d66fab35bdbfac7b784cc17c2554f7bb1688f03ac7011001137bb0ccc423152d,https://www.yelp.co.uk/biz/harvester-pride-park-derby?osq=pubs,3 star rating,10 reviews,££,"British, Pubs, Gluten Free"
wetherspoons,king street Alfreton DE55 7AF,,,https://www.yelp.co.uk/biz/wetherspoons-alfreton-2?osq=pubs,2 star rating,,£££,Pubs
The Denby Lodge,Church Street Denby Village Ripley DE5 8PH,01332 881089,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.denbylodge.co.uk&cachebuster=1639570704&website_link_type=website&src_bizid=8DApw2tVZwXnVYNUWLZNnQ&s=e103126a252f012adecf83f5b462f15830aeaf52e5e8f80ad4dafb374cf8e7e0,https://www.yelp.co.uk/biz/the-denby-lodge-ripley?osq=pubs,,,££,Pubs
Moorings,34 Castle Gate Newark NG24 1BG,01636 302111,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.mooringsnewark.com&cachebuster=1639570706&website_link_type=website&src_bizid=ddN15q6Lx9Wo3d6IDjSncQ&s=44475fb5b0a45da025eded5842326f3e94cddb6d4e88449676b8ce2c1b18050c,https://www.yelp.co.uk/biz/moorings-newark?osq=pubs,2.5 star rating,2 reviews,££,"Pubs, Seafood, British"
Seymours Bar,4 Cheapside Derby DE1 1BR,01332 299188,,https://www.yelp.co.uk/biz/seymours-bar-derby?osq=pubs,4 star rating,6 reviews,££,"Pubs, Restaurants"
The Foxglove - Marston's,Fulmar Drive Mansfield NG19 0GG,01623 646557,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.foxglovepub.co.uk&cachebuster=1639570712&website_link_type=website&src_bizid=NDhqmDd32CKopMLfI1yCcw&s=17e17ad73dc3389c291ba9e935561cbd00a2af2da5de2110b0d5d41e4f35463d,https://www.yelp.co.uk/biz/the-foxglove-marstons-mansfield?osq=pubs,3 star rating,,££,Pubs
Chequers Inn,27 High Street Ticknall Derby DE73 7JH,,,https://www.yelp.co.uk/biz/chequers-inn-derby-2?osq=pubs,3 star rating,,££,Pubs
Yates Wine Lodges,13-15 Leeming Street Mansfield NG18 1NA,01623 632459,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.weareyates.co.uk&cachebuster=1639570721&website_link_type=website&src_bizid=a_lbq3JyxRrIl6cEJuCScA&s=679391bab81dab934045f66e94b74b3334992e636a9541fe03df2fc6f52b9c0f,https://www.yelp.co.uk/biz/yates-wine-lodges-mansfield?osq=pubs,3 star rating,,££,Pubs
Moon & Bell,6 Wards End Loughborough LE11 3HA,01509 241504,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.jdwetherspoon.co.uk&cachebuster=1639570724&website_link_type=website&src_bizid=CVzjvpx7Rr8uNnZ5T7vfxg&s=d01f23b0b830deba5393aa04a5fbe0201d85ea4d2a8058b0e6b42a551c226a6d,https://www.yelp.co.uk/biz/moon-and-bell-loughborough?osq=pubs,3 star rating,5 reviews,££,Pubs
The Thorn Tree,161 Church Street Ripley DE5 9TE,01773 513351,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fthorntreewaingroves.co.uk%2F&cachebuster=1639570727&website_link_type=website&src_bizid=BfcNL1KzuMae-aeVwnZmsg&s=1094fdd603b22432b18f55800002645c7075920f46f2df627ac271653f08574a,https://www.yelp.co.uk/biz/the-thorn-tree-ripley-2?osq=pubs,,,££,Pubs
Bulls Head,Belper Lane End Belper DE56 2DL,01773 825425,,https://www.yelp.co.uk/biz/bulls-head-belper?osq=pubs,,,££,"Pubs, Food"
Wardwick Tavern,15 Wardwick Derby DE1 1HA,01332 332677,,https://www.yelp.co.uk/biz/wardwick-tavern-derby?osq=pubs,3.5 star rating,2 reviews,££,Pubs
Swan In Rushes,21 The Rushes Loughborough LE11 5BE,01509 217014,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.tynemills.co.uk&cachebuster=1639570735&website_link_type=website&src_bizid=Pp--uFJ4dRbKuVVsEQX1hA&s=afd3bac7df0ab9652b464513f2547d1f665f1eb987aedba7b1e475b6ecf53604,https://www.yelp.co.uk/biz/swan-in-rushes-loughborough?osq=pubs,3.5 star rating,5 reviews,££,Pubs
Wetherspoon,15 The Rushes Loughborough LE11 5BE,01509 638570,,https://www.yelp.co.uk/biz/wetherspoon-loughborough?osq=pubs,4 star rating,5 reviews,££,Pubs
Crown,crown square Matlock DE4 3AT,,,https://www.yelp.co.uk/biz/crown-matlock?osq=pubs,1.5 star rating,3 reviews,££,"Cards & Stationery, Gift Shops, Pubs"
The Old Bell Hotel,51 Sadler Gate Derby DE1 3NQ,01332 723090,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fbellhotelderby.co.uk&cachebuster=1639570743&website_link_type=website&src_bizid=aMQicQfcdlMGQdDTVC9e7A&s=83077d7e2c3e1d9a7bbf46efa3418264f2375ec8c28a8e670d4f67d3368e2af9,https://www.yelp.co.uk/biz/the-old-bell-hotel-derby?osq=pubs,3 star rating,5 reviews,££,Pubs
The Griffin Inn,Ashby Square Loughborough LE11 5AA,01509 263893,,https://www.yelp.co.uk/biz/the-griffin-inn-loughborough?osq=pubs,3 star rating,3 reviews,££,Pubs
Bar One,1 Newland Street Derby DE1 1JD,01332 590580,,https://www.yelp.co.uk/biz/bar-one-derby?osq=pubs,,,££,Pubs
The White Horse & Noodle Bar,Bedford Street Loughborough LE11 2DS,01509 269247,,https://www.yelp.co.uk/biz/the-white-horse-and-noodle-bar-loughborough?osq=pubs,2.5 star rating,6 reviews,££,Pubs
Railway Inn,Midway Road Swadlincote DE11 7NR,01283 295065,,https://www.yelp.co.uk/biz/railway-inn-swadlincote-2?osq=pubs,2 star rating,2 reviews,££,"Pubs, British"
Pitcher & Piano,19-20 Friar Gate Derby DE1 1BX,01332 206790,,https://www.yelp.co.uk/biz/pitcher-and-piano-derby?osq=pubs,3 star rating,2 reviews,££,Pubs
Revolution Derby,1 the Strand Derby DE1 1BJ,01332 206970,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.revolution-bars.co.uk%2Fbar%2Fderby%2F&cachebuster=1639570762&website_link_type=website&src_bizid=_2rm2iyHMvCy51_292HIdA&s=3e3251e0dfcdd2c57eeb9f22a215f5908a5fc490695ab0657824e4f3c0087ff2,https://www.yelp.co.uk/biz/revolution-derby-derby?osq=pubs,3.5 star rating,9 reviews,££,"Bars, Venues & Event Spaces, British"
Pheasant Inn,Chesterfield Road South Mansfield NG19 7AP,01623 428575,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fpheasantinnmansfield.business.site&cachebuster=1639570766&website_link_type=website&src_bizid=nWidTrotxiDgDluBxP4yfw&s=484f580ac0120411fe20d1311ddcda3c0dafddc9d4565674f5ae0c825e58e11c,https://www.yelp.co.uk/biz/pheasant-inn-mansfield?osq=pubs,,,££,Pubs
Sir John Cockle Inn,Sutton Road Mansfield NG18 5EU,01623 623459,,https://www.yelp.co.uk/biz/sir-john-cockle-inn-mansfield?osq=pubs,,,££,Pubs
Noah's Ark Inn,23 Morledge Derby DE1 2AW,01332 720934,,https://www.yelp.co.uk/biz/noahs-ark-inn-derby?osq=pubs,3 star rating,,££,Pubs
The Green House,Unit 2 King Street Belper DE56 1PZ,01773 821001,,https://www.yelp.co.uk/biz/the-green-house-belper?osq=pubs,3 star rating,6 reviews,£££,Pubs
The Hill,33-35 Cotham Hill Cotham Bristol BS6 6JY,0117 973 3793,,https://www.yelp.co.uk/biz/the-hill-bristol?osq=Sport+Bars,3.5 star rating,16 reviews,££,"Pubs, Pizza, Wine Bars"
Cardiff Superbowl,Stadium Plaza Wood Street South Glamorgan Cardiff CF10 1LA,029 2233 1333,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.cardiff-superbowl.co.uk&cachebuster=1639571045&website_link_type=website&src_bizid=I5up9ObwFjFyK8kPNOVJ-A&s=7d7bf92d6529b7e2ea67fe74554e39547a262982bb63374825e193af6c9e13b3,https://www.yelp.co.uk/biz/cardiff-superbowl-cardiff?osq=bowling,4 star rating,,££,"Bars, Laser Tag, Bowling"
Colston Arms,24 St Michael's Hill Bristol Bristol BS2 8DX,0117 9264 5004,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.colstonarms.co.uk&cachebuster=1639571054&website_link_type=website&src_bizid=ISugUTCDlShus9zEsEd3bA&s=3dc30063dc662e50aeb170f85adadcc77de7040ec4b7f28c8258586aa7f34287,https://www.yelp.co.uk/biz/colston-arms-bristol?osq=snooker,4 star rating,,££,Pubs
