Name,Title,Practice affiliation,Address,Phone,Website,Email,YELP Profile
Shriners Hospitals for Children - Northern California,,,"2425 Stockton Blvd Sacramento, CA 95817",(916) 453-2000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fshrinerschildrens.org%2F&cachebuster=1647084081&website_link_type=website&src_bizid=w7f5lMlIciQDBIBCzjt1-w&s=9b589b8a719899f15007b24051a5794f03217535f6e82e74ccac6941fc444f28,,https://www.yelp.com/biz/shriners-hospitals-for-children-northern-california-sacramento-2?osq=Pediatrician
"Michael Chu, MD",,,"2277 Fair Oaks Blvd Ste 355 Sacramento, CA 95825",(916) 927-3178,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sacwomenshealth.com&cachebuster=1647084084&website_link_type=website&src_bizid=AfXGm9srusEF8PCwZ7nM9g&s=a5866796ef3e4f4024a4120b7f9aab579562a3eabd9581c2ac5319102c47c92b,,https://www.yelp.com/biz/michael-chu-md-sacramento?osq=Pediatrician
Sutter Walk-In Care Sacramento,,,"2537 Fair Oaks Blvd Sacramento, CA 95825",(800) 972-5547,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmyhealthonline.sutterhealth.org%2Fmho%2Fscheduling%2Fonmyway%2F%3FrfvID%3D111%26dispGroups%3D27393%26utm_medium%3Dsocial%26utm_source%3Dyelp%26utm_campaign%3Dvalley-yelp-facility%26utm_content%3Dbranded-url&cachebuster=1647084086&website_link_type=website&src_bizid=RNL_ZHPPYT92d37nBt2ehA&s=266aa6ab1e578f8336493fdefce2258a6e8e410540f6c681cbad8446989bf7c0,,https://www.yelp.com/biz/sutter-walk-in-care-sacramento-sacramento?osq=Pediatrician
Walton Pediatrics,,,"1 Scripps Dr Ste 107 Sacramento, CA 95825",(916) 929-3456,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.waltonpediatrics.com%2Fscripps.html&cachebuster=1647084088&website_link_type=website&src_bizid=xUv8IbFbfYRGhht9qpwTEw&s=c4113bc6abc8fe50c2a8051c746f64419d77c54873bcad74c8d79ded5cfd2aa9,,https://www.yelp.com/biz/walton-pediatrics-sacramento-2?osq=Pediatrician
JNS Acupuncture Center,,,"151 N Sunrise Ave Ste 815 Roseville, CA 95661",(916) 532-2396,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fjnsacu.com&cachebuster=1647084098&website_link_type=website&src_bizid=c_6IGNi2ELj-PdAK1ExPIQ&s=cc63e6a4e3d04a2e85dae8ef7271cc04bd95e772908604373f95517414ff6a31,,https://www.yelp.com/adredir?ad_business_id=c_6IGNi2ELj-PdAK1ExPIQ&campaign_id=jF08a55wcSzJT7Nkbjlp5g&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjns-acupuncture-center-roseville-2&request_id=517bbb7ec578600a&signature=6a7849fd258dac269b1c0fb38089dc560120e35f0a31d3be266cc47b5d62eac8&slot=1
Gold River Pediatric Group,,,"1995 Zinfandel Dr Ste 105 Rancho Cordova, CA 95670",(916) 638-4000,N/a,,https://www.yelp.com/biz/gold-river-pediatric-group-rancho-cordova?osq=Pediatrician
"Rosy Shah, MD",,Sutter Medical Foundation ,"1625 Stockton Blvd., Suite 106 Sacramento, CA 95816",(916) 262-9002,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-rosy-shah%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084108&website_link_type=website&src_bizid=NdxlKAIDsDcQ8G3d1ibmTw&s=cad75143a9829d71bf461e83f679f9943628963547401db92142e607258ace0e,,https://www.yelp.com/adredir?ad_business_id=NdxlKAIDsDcQ8G3d1ibmTw&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frosy-shah-md-sacramento&request_id=cb24ad2a53572d81&signature=955141b22c5675ae28ab42fde0e578cc402f17e5f9a6efc761987f68d248d24a&slot=2
"Paul Wang, MD",,,"1891 E Roseville Pkwy Ste 150 Roseville, CA 95661",(916) 771-3020,N/a,,https://www.yelp.com/biz/paul-wang-md-roseville-2?osq=Pediatrician
Dentists of Arden,,,"3521 Arden Way Ste 101 Sacramento, CA 95864",(279) 201-6556,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2FDentistsofArden.com%3Fsc_cid%3DYelp%3AO%3AGP%3A333%3AOrganic_Search%3AGeneral%3Ana&cachebuster=1647084132&website_link_type=website&src_bizid=U9q65AJmAo_9NYpqxH5JFQ&s=81c425e1a66664c9e1dce70aa236564b15f84ef67fc415306e694996c94718b2,,https://www.yelp.com/adredir?ad_business_id=U9q65AJmAo_9NYpqxH5JFQ&campaign_id=_KJ1ssQEo2M9-gjtlbnmLA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdentists-of-arden-sacramento&request_id=f87a3070abd17a1a&signature=871f6a1c7af2198871a9955b6c54691e0df0f22d354fc22ced2e253124fa346a&slot=0
Kaiser Permanente Point West Medical Offices,,,"1650 Response Rd Sacramento, CA 95815",(916) 973-5000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkp.org%2Fkpweb%2Ffacilitydir%2Ffacility.do%3Fid%3D100339&cachebuster=1647084136&website_link_type=website&src_bizid=U3FmR8w3EGJaPJvipUwoRA&s=4644374472c567b35ca90c3b2da51d60bbc44443223ea3a662a80830280a97aa,,https://www.yelp.com/biz/kaiser-permanente-point-west-medical-offices-sacramento-2?osq=Pediatrician
MED7 Urgent Care Center,,,"4112 E Commerce Way Sacramento, CA 95834",(916) 447-6337,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fcarbonhealth.com%2Flocations%2Fsacramento-ca-natomas%3Futm_source%3Dyelp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-listing%26utm_term%3Dsacramento-ca-natomas%26utm_content%3Dwebsite&cachebuster=1647084154&website_link_type=website&src_bizid=OA99ZpJQRuL-MOomo3m8PQ&s=21578244301d667f256817f12a2d965d05f61026700fa94dc2d9a5acf678feb6,,https://www.yelp.com/biz/med7-urgent-care-center-sacramento-2?osq=Pediatrician
"Sarah Favila, MD",,,"2081 Bronze Star Dr Woodland, CA 95776",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis&cachebuster=1647084158&website_link_type=website&src_bizid=nl5Glh_WU6oTfrreZKXnkw&s=05b609df9d10d3a6bf6b9e41f1680114c5a57096ff569855719b7d09c24f4247,,https://www.yelp.com/biz/sarah-favila-md-woodland?osq=Pediatrician
Barbara Ringwald,,,"77 Cadillac Dr Ste 200 Sacramento, CA 95825",(916) 561-5911,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.immigrationdoctor.com&cachebuster=1647084163&website_link_type=website&src_bizid=Yu_Ps5cXbZuBlOsG2jz4mw&s=0a448517d5833437ad83b7850f345832c0ad2637e5fe2a5129959893b5cecf59,,https://www.yelp.com/biz/barbara-ringwald-sacramento-2?osq=Pediatrician
"Rachel Maney, MD",,,"6555 Coyle Ave Ste 280 Carmichael, CA 95608",(916) 536-3560,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fourdoctors%2F1972640258-Rachel-Maney%3Futm_campaign%3DMercyMedicalGroup%26utm_medium%3DPhysician%26utm_source%3DLocalSearch%26utm_term%3DRachel-Maney-1972640258a&cachebuster=1647084168&website_link_type=website&src_bizid=QaZNzkTUfYeXbTVAene7oA&s=308743e6be283c2f6aff8b5e0b2c729ea6bfd15ead0184f630a2ed1e560ca111,,https://www.yelp.com/biz/rachel-maney-md-carmichael?osq=Pediatrician
Sutter Walk-In Care Roseville - Foothills,,,"4010 Foothills Blvd Ste 102 Roseville, CA 95747",(800) 972-5547,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmyhealthonline.sutterhealth.org%2Fmho%2Fscheduling%2Fonmyway%2F%3FrfvID%3D111%26dispGroups%3D27299%26utm_medium%3Dsocial%26utm_source%3Dyelp%26utm_campaign%3Dvalley-yelp-facility%26utm_content%3Dbranded-url&cachebuster=1647084170&website_link_type=website&src_bizid=FIQBTgoDPsfcCvYZUW4ozA&s=a518e1e8a19f6c16a5047e5a00fd5a5ebe8cbb437f7c259122ec5980c7993247,,https://www.yelp.com/biz/sutter-walk-in-care-roseville-foothills-roseville?osq=Pediatrician
American River Pediatric & Adolescent Medicine,,,"6357 Coyle Ave Carmichael, CA 95608",(916) 903-7416,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.AmericanRiverPediatrics.com&cachebuster=1647084181&website_link_type=website&src_bizid=fv08_fMJ9owYaxqI205viQ&s=9b24065523ae1cab0e4f682b543836e7cefa9e5c9dd8a0926c170c674696f660,,https://www.yelp.com/biz/american-river-pediatric-and-adolescent-medicine-carmichael?osq=Pediatrician
"Mehdi Arab, MD",,,"6555 Coyle Ave Ste 310 Carmichael, CA 95608",(916) 965-4612,N/a,,https://www.yelp.com/biz/mehdi-arab-md-carmichael?osq=Pediatrician
"Jill Walsh, MD",,,"7115 Greenback Ln 3 Fl Citrus Heights, CA 95621",(916) 635-5197,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fourdoctors%2F1386755767-Jill-Walsh%3Futm_source%3DLocalSearch%26utm_medium%3DPhysician%26utm_campaign%3DMercyMedicalGroup%26utm_term%3DJill-Walsh-1386755767a&cachebuster=1647084186&website_link_type=website&src_bizid=hcmoXNlsxQDXPdboLMjESA&s=c03a5f94995038969f26f570bbb3abb7da521ff3bcb7d125c81ceada301f574b,,https://www.yelp.com/biz/jill-walsh-md-citrus-heights?osq=Pediatrician
"Erika Escobedo, MD",,,"6555 Coyle Ave Ste 290 Carmichael, CA 95608",(916) 536-3520,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fmercy-medical-group&cachebuster=1647084189&website_link_type=website&src_bizid=rB7HlFQkORVSJU6rqfGWow&s=854944e54786a6b450b6fc307878893cd395084b2b25759eb8d90883704a8cd5,,https://www.yelp.com/biz/erika-escobedo-md-carmichael?osq=Pediatrician
Birth & Beyond Family Resource Centers,,,"6015 Watt Ave Ste 2 North Highlands, CA 95660",(916) 679-3925,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.birth-beyondfrc.com&cachebuster=1647084194&website_link_type=website&src_bizid=H83z2po7cCUPReN_e6Ky1g&s=74c11180e2abf87264938ee39b15604eaf374b61415f04da1e3f2f154424e4ca,,https://www.yelp.com/biz/birth-and-beyond-family-resource-centers-north-highlands?osq=Pediatrician
"Benjamin F Valdez, MD",,,"508 Gibson Dr Ste 220 Roseville, CA 95678",(916) 773-5577,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.propediatrics.com&cachebuster=1647084196&website_link_type=website&src_bizid=ravmovZ_H_5UINmleOArzw&s=6696e6a4ec2987cdbd59f46563de7ed539aebe863766bf08a542372ee97d3bef,,https://www.yelp.com/biz/benjamin-f-valdez-md-roseville?osq=Pediatrician
UC Davis Medical Group,,,"7551 Madison Ave Citrus Heights, CA 95610",(916) 904-3000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.ucdmc.ucdavis.edu%2Fmedicalcenter%2Fcliniclocations%2Fprimarycare%2Fcarmichael.html&cachebuster=1647084199&website_link_type=website&src_bizid=d4Qyca9WhM7aAHVbOkCvOw&s=a5b3ac1f0756116ae0af173b803b61398b1fec829297f8372ee8be94c7860442,,https://www.yelp.com/biz/uc-davis-medical-group-citrus-heights-2?osq=Pediatrician
Land Park Pediatrics,,,"4617 Freeport Blvd Sacramento, CA 95822",(916) 422-7273,N/a,,https://www.yelp.com/biz/land-park-pediatrics-sacramento-3?osq=Pediatrician
"Catherine D. Poterack, MD",,Sutter Gould Medical Foundation ,"2505 West Hammer Lane Stockton, CA 95209",(209) 944-9799,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-catherine-d-poterack%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsgmf-yelp-doctors&cachebuster=1647084220&website_link_type=website&src_bizid=dTw6XC1PmwGmXCKJrhtv0Q&s=f11b08ab643400e5cf1b50d47e1734d2fcc0fe3b9688fd0e5e6aa0376b187b36,,https://www.yelp.com/biz/catherine-d-poterack-md-stockton?osq=Pediatrician
"Omar Ahmed, MD",,Sutter Medical Foundation ,"8170 Laguna Blvd. Suite 210 Elk Grove, CA 95758",(916) 691-5999,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-omar-ahmed%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084225&website_link_type=website&src_bizid=dK8Xodr7pFGll_MfTe1tlw&s=e3608e9463c314ff2aa098f2227f49e142e22f8524bda221c4eef728f4662992,,https://www.yelp.com/biz/omar-ahmed-md-elk-grove?osq=Pediatrician
"Kristin Friend, MD",,Sutter Medical Foundation ,"2020 Sutter Place, #201 Davis, CA 95616",(530) 750-5959,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-kristin-friend%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084228&website_link_type=website&src_bizid=AQhJdraWDakmo636TmQV2Q&s=875f30ace84a4835529461740fad4e6232ca514cc745ad11215a33a08cd94113,,https://www.yelp.com/biz/kristin-friend-md-davis-2?osq=Pediatrician
Pediatric Associates Of Stockton,,,"89 W March Ln Ste 1 Stockton, CA 95207",(209) 478-2622,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.pediatricassociatesofstockton.com&cachebuster=1647084230&website_link_type=website&src_bizid=DPPmPqfjo5QdYOe_Wk5Tdw&s=be4399dba3bde8d097d65754eb4d62326152fef650476dcb71d724c3758bc604,,https://www.yelp.com/biz/pediatric-associates-of-stockton-stockton?osq=Pediatrician
"James Cafarella, MD",,,"550 West Ranch View Dr Ste 3000 Rocklin, CA 95765",(916) 409-1400,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.mymercymedicalgroup.org%2Findex.htm&cachebuster=1647084235&website_link_type=website&src_bizid=ju_l1KVEPzlf53Jx122UJg&s=ae0b9c60495f0a5ea340efd0778c5412cf201e3f842944a554acb4715033f888,,https://www.yelp.com/biz/james-cafarella-md-rocklin?osq=Pediatrician
"Matthew Heeren, MD",,,"421 Nut Tree Rd Vacaville, CA 95687",(707) 646-5500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.northbay.org%2Fdoctors%2Four-doctors%2Fphys425.cfm%3Futm_campaign%3Ddirectory_listing%26utm_medium%3Dlink%26utm_source%3Dyelp%26utm_content%3DMatthewHeerenMD&cachebuster=1647084238&website_link_type=website&src_bizid=SrPI9y25qMk0w_PXcgOgTQ&s=7316eed7197b9037c9a6c00f22426bb35d55bc0fd18a3948bc3ee89710d91516,,https://www.yelp.com/biz/matthew-heeren-md-vacaville-2?osq=Pediatrician
"Abelardo Mayo, MD",,Sutter Gould Medical Foundation ,"1300 W. Lodi Avenue Suite P Lodi, CA 95242",(209) 369-7493,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-abelardo-mayo%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsgmf-yelp-doctors&cachebuster=1647084240&website_link_type=website&src_bizid=nqNM4iQ0r4Wo5J9JJ1PcsQ&s=f0b39c5d6e301e5902969754ba917441bedb0d92a269abf6b26880f0fbc47c69,,https://www.yelp.com/biz/abelardo-mayo-md-lodi?osq=Pediatrician
"Susan Adham, MD",,Sutter East Bay Medical Foundation ,"4053 Lone Tree Way Suite 201 Antioch, CA 94531",(925) 756-3400,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-susan-adham%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsebmf-yelp-doctors&cachebuster=1647084242&website_link_type=website&src_bizid=6Sd2a1pTL6uPB62Wbo9UxA&s=8445082cd68043d83fa9c1757451232076618931c37f3c0d7c2782d87938056b,,https://www.yelp.com/biz/susan-adham-md-antioch?osq=Pediatrician
"Sarah E Henshaw, DO",,Sutter Medical Foundation ,"2050 Blue Oaks Blvd. Roseville, CA 95747",(916) 910-2300,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-sarah-e-henshaw%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084248&website_link_type=website&src_bizid=9nhYdUUEJCvyD7JL3GeIZw&s=e9fc567ce4bdf513cc1ab7987c219a40cfc1cb2618349cb59af8b9d09bb42e8b,,https://www.yelp.com/adredir?ad_business_id=9nhYdUUEJCvyD7JL3GeIZw&campaign_id=-SiK00sulU2jvHItf8CWEw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsarah-e-henshaw-do-roseville&request_id=08d0e7b65b1998d3&signature=9876e068fa2d864b3cecaba5145a158086a623832215bba92f81ca8a972355cd&slot=0
"Amardeep S. Ahluwalia, MD",,Sutter Medical Foundation ,"1020 29th Street Suite 480 Sacramento, CA 95816",(916) 887-0780,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-amardeep-s-ahluwalia%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084263&website_link_type=website&src_bizid=GZQNktU2vTzckwZ3UKPkpQ&s=5db9ed31cc020cb7d58f94aec181e5aa9b12f4bad2dc2287358259a8d7017f8d,,https://www.yelp.com/biz/amardeep-s-ahluwalia-md-sacramento?osq=Pediatrician
Sacramento Naturopathic Medical Center,,,"2530 J St Ste 100 Sacramento, CA 95816",(916) 822-7101,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsacnd.com%2F&cachebuster=1647084266&website_link_type=website&src_bizid=ljy-LOK1VyLUh_RjgDDc2w&s=ac9390ce48f270f187551419d2b1d1dd98a7e4997ddd3d547a6e2e99735028c4,,https://www.yelp.com/biz/sacramento-naturopathic-medical-center-sacramento?osq=Pediatrician
Cranial Technologies,,,"2825 J St Ste 325 Sacramento, CA 95816",(916) 744-7122,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.cranialtech.com%2Flocation%2Fca%2Fsacramento-clinic_70%2F&cachebuster=1647084269&website_link_type=website&src_bizid=Hn-eA7aIGvplp9e6qIzxuA&s=f5cd998c73cbb08bccace30582e07354b20ed1c251415ea381a3996fe3260296,,https://www.yelp.com/biz/cranial-technologies-sacramento?osq=Pediatrician
"Meera Nunna, MD",,Sutter Medical Foundation ,"1625 Stockton Blvd. Suite 106 Sacramento, CA 95816",(916) 262-9002,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-meera-nunna%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084273&website_link_type=website&src_bizid=hDqQSTQrZcNgvNVWXYKDHA&s=e86cd45a8dd283b0b3e909141fcf7be44b30839e3367840d2cac9805eee9ddca,,https://www.yelp.com/biz/meera-nunna-md-sacramento?osq=Pediatrician
Sutter Medical Plaza Sacramento,,,"1625 Stockton Blvd Sacramento, CA 95816",,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sutterdistrict.org%2Fbuildings%2Fsutter-medical-plazasacramento%2F&cachebuster=1647084276&website_link_type=website&src_bizid=nzvooTnfFzsF17ldcsNo2Q&s=0ac81f29e59d8635b457870f812da61e10d4435e84f534e9568eb72b0acec77b,,https://www.yelp.com/biz/sutter-medical-plaza-sacramento-sacramento?osq=Pediatrician
"Garrett H Sheng, MD",,Sutter Medical Foundation ,"1625 Stockton Blvd. Suite 106 Sacramento, CA 95816",(916) 262-9002,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-garrett-h-sheng%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084299&website_link_type=website&src_bizid=bLRl1_NISO7WO_bj6eGPHw&s=0116eef1e3514a184ae39c11dac8e91b289a254fcec7b220dce0a90fd631936f,,https://www.yelp.com/biz/garrett-h-sheng-md-sacramento?osq=Pediatrician
Allmed Medical Center,,,"701 Howe Ave Ste C3 Sacramento, CA 95825",(833) 255-6332,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fallmedc.com&cachebuster=1647084316&website_link_type=website&src_bizid=CaJNRVwcPnyi9PdcsO3Ffg&s=d4424e5bfd74271a02d0f61c03726275c39dc0fbfe3884d5f7aa29140ee755c8,,https://www.yelp.com/biz/allmed-medical-center-sacramento-8?osq=Pediatrician
Walton Pediatrics & Medical Associates,,,"1 Scripps Dr Ste 107 Sacramento, CA 95825",(916) 929-3456,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.waltonpediatrics.com%2Fscripps.html&cachebuster=1647084319&website_link_type=website&src_bizid=WciKBDXkX52g7LR7t4dYEQ&s=e6531cc190a0c5932da63ae2039c3b8731956ddda6345797e02bfceba569ebb2,,https://www.yelp.com/biz/walton-pediatrics-and-medical-associates-sacramento?osq=Pediatrician
"Don Van Schenck, MD",,,"2 Scripps Dr Ste 310 Sutter Medical Center Sacramento, CA 95825",(916) 924-8754,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sutterhealth.org%2Fdr-don-r-vanschenck.html&cachebuster=1647084321&website_link_type=website&src_bizid=6PdUkHjBgIhL2Xef0nNujg&s=bceb3319ba4cb60d55264539d91014a15287272c4f7909f38eb76c87b13ab0c0,,https://www.yelp.com/biz/don-van-schenck-md-sacramento?osq=Pediatrician
Grant Kevin MD,,,"1004 River Rock Dr Ste 131 Folsom, CA 95630",(916) 989-6400,N/a,,https://www.yelp.com/biz/grant-kevin-md-folsom?osq=Pediatrician
"Erin S Steiner, MD",,Sutter Medical Foundation ,"3100 Douglas Boulevard Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-erin-s-steiner%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647084335&website_link_type=website&src_bizid=qDtpR29_oZ8RPZ23GhTJow&s=7f050a6e0d2a5254845986446c3fe1121e8d1c057b3248e23f318221dad1a2bb,,https://www.yelp.com/biz/erin-s-steiner-md-roseville?osq=Pediatrician
Western Dental & Orthodontics,,,"5247 Elkhorn Blvd Ste C Sacramento, CA 95842",(916) 272-0036,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwesterndental.com%2Fen-us%2Ffind-a-location%2Fcalifornia%2Fsacramento%2F5247-elkhorn-blvd%3Futm_source%3DYelp&cachebuster=1647084339&website_link_type=website&src_bizid=9oDLUeQGXRe2-oUws17KUQ&s=ca597a6d4847576df796834cef6cd77f924d859f3b0f699efc95faf59deb4ad1,,https://www.yelp.com/adredir?ad_business_id=9oDLUeQGXRe2-oUws17KUQ&campaign_id=EshiYv0PVu_r92TVqc_9BQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwestern-dental-and-orthodontics-sacramento-3&request_id=5cc4e610b3ecca91&signature=8c859c1b83105c6611c5dbc3bbbe09242e636509257a9647ffe518354d0ea7d0&slot=1
"Sacramento Ear, Nose & Throat - Sacramento",,,"1111 Exposition Blvd Bldg 700 Sacramento, CA 95815",(916) 736-3399,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sacent.com&cachebuster=1647084346&website_link_type=website&src_bizid=vEXN9WlygNZmBBpDsYO3Ug&s=2322b8eea1a44e44b91c88ba03620813dc21af5ebddde93d14092bd0bc820274,,https://www.yelp.com/biz/sacramento-ear-nose-and-throat-sacramento-sacramento-2?osq=Pediatrician
Kaiser Permanente Downtown Commons Medical Offices,,,"501 J St Sacramento, CA 95814",(916) 497-3000,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fhealthy.kaiserpermanente.org%2Fnorthern-california%2Ffacilities%2FDowntown-Commons-Medical-Offices-335081&cachebuster=1647084348&website_link_type=website&src_bizid=uzFlbQfueFjUiZ_unOC9tQ&s=1bb40dfe1dbead89a4eac28346ce5e5e9fd17ecb832ba2a9b4df5ee40f3a442b,,https://www.yelp.com/biz/kaiser-permanente-downtown-commons-medical-offices-sacramento?osq=Pediatrician
Dr. Rebecca L Cunningham,,,"1650 Response Rd Sacramento, CA 95815",(916) 614-4060,N/a,,https://www.yelp.com/biz/dr-rebecca-l-cunningham-sacramento?osq=Pediatrician
"Emge Laura, MD",,,"Sacramento, CA 95816",,N/a,,https://www.yelp.com/biz/emge-laura-md-sacramento?osq=Pediatrician
"Asaikar Shailesh,MD",,,"1111 Exposition Blvd Bldg 700, Ste 102 Child and Adolescent Neurology Consultants Sacramento, CA 95815",(916) 649-9800,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsacchildneurology.com%2Four_doctors.htm&cachebuster=1647084358&website_link_type=website&src_bizid=5M340mmRS-gSJ4vaT9MOBA&s=d53f089b42163a5557329cd096fc37c90d8540149e9d35d74af1c9f1a00685d3,,https://www.yelp.com/biz/asaikar-shailesh-md-sacramento-4?osq=Pediatrician
"Arevalo Manuel A, MD",,,"4100 E Commerce Way Sacramento, CA 95834",(916) 575-9090,N/a,,https://www.yelp.com/biz/arevalo-manuel-a-md-sacramento-2?osq=Pediatrician
"Paul Chretien, MD",,,"1111 Exposition Blvd Bldg 700, Ste 102 Child and Adolescent Neurology Consultants Sacramento, CA 95815",(916) 649-9800,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsacchildneurology.com%2Four_doctors.htm&cachebuster=1647084367&website_link_type=website&src_bizid=9BfdjxAohM4DW-SgNjWTVA&s=096811cbaf109cecee27dd6e02aaf4aa1a97a4792cb1cced9f027452165798a8,,https://www.yelp.com/biz/paul-chretien-md-sacramento?osq=Pediatrician
"Robert E. Farrell, MD",,,"Sacramento, CA 95816",(916) 262-9002,N/a,,https://www.yelp.com/biz/robert-e-farrell-md-sacramento?osq=Pediatrician
